 ;AAA;Current boundaries as at ;    ;20130111                 ; ;                         ;    ;
N;FED;MOUNT BUTLER             ;2350;NEW ENGLAND              ;N;                         ;    ;
N;FED;MOUNT COLAH              ;2079;BEROWRA                  ;N;                         ;    ;
N;FED;MOUNT COLAH              ;2079;BRADFIELD                ;N;                         ;    ;
N;FED;MOUNT COLLINS            ;2794;HUME                     ;N;                         ;    ;
N;FED;MOUNT COOPER             ;2631;EDEN-MONARO              ;N;                         ;    ;
N;FED;MOUNT DARRAGH            ;2632;EDEN-MONARO              ;N;                         ;    ;
N;FED;MOUNT DAVID              ;2795;CALARE                   ;N;                         ;    ;
N;FED;MOUNT DEE                ;2320;HUNTER                   ;N;                         ;    ;
N;FED;MOUNT DRUITT             ;2770;CHIFLEY                  ;N;                         ;    ;
N;FED;MOUNT ELLIOT             ;2250;DOBELL                   ;N;                         ;    ;
N;FED;MOUNT FAIRY              ;2580;EDEN-MONARO              ;N;                         ;    ;
N;FED;MOUNT FOSTER             ;2824;PARKES                   ;N;                         ;    ;
N;FED;MOUNT FROME              ;2850;PARKES                   ;N;                         ;    ;
N;FED;MOUNT GEORGE             ;2424;LYNE                     ;N;                         ;    ;
N;FED;MOUNT HARRIS             ;2824;PARKES                   ;N;                         ;    ;
N;FED;MOUNT HOPE               ;2877;PARKES                   ;N;                         ;    ;
N;FED;MOUNT HOREB              ;2729;RIVERINA                 ;N;                         ;    ;
N;FED;MOUNT HUNTER             ;2570;HUME                     ;N;                         ;    ;
N;FED;MOUNT HUTTON             ;2290;SHORTLAND                ;N;                         ;    ;
N;FED;MOUNT IRVINE             ;2786;MACQUARIE                ;N;                         ;    ;
N;FED;MOUNT KANWARY            ;2324;PATERSON                 ;Y;HINTON                   ;2321;
N;FED;MOUNT KEIRA              ;2500;CUNNINGHAM               ;N;                         ;    ;
N;FED;MOUNT KEMBLA             ;2526;CUNNINGHAM               ;N;                         ;    ;
N;FED;MOUNT KINGIMAN           ;2538;GILMORE                  ;N;                         ;    ;
N;FED;MOUNT KNOWLES            ;2850;PARKES                   ;N;                         ;    ;
N;FED;MOUNT KURING-GAI         ;2080;BEROWRA                  ;N;                         ;    ;
N;FED;MOUNT LAMBIE             ;2790;CALARE                   ;N;                         ;    ;
N;FED;MOUNT LEWIS              ;2190;WATSON                   ;N;                         ;    ;
N;FED;MOUNT LION               ;2474;PAGE                     ;Y;LOADSTONE                ;2474;
N;FED;MOUNT MARSDEN            ;2849;CALARE                   ;N;                         ;    ;
N;FED;MOUNT MARSDEN            ;2849;HUNTER                   ;N;                         ;    ;
N;FED;MOUNT MARSH              ;2469;PAGE                     ;N;                         ;    ;
N;FED;MOUNT MITCHELL           ;2365;NEW ENGLAND              ;N;                         ;    ;
N;FED;MOUNT MURRAY             ;2577;THROSBY                  ;N;                         ;    ;
N;FED;MOUNT NARDI              ;2480;RICHMOND                 ;N;                         ;    ;
N;FED;MOUNT OLIVE              ;2330;HUNTER                   ;N;                         ;    ;
N;FED;MOUNT OLIVE              ;2787;CALARE                   ;N;                         ;    ;
N;FED;MOUNT OUSLEY             ;2519;CUNNINGHAM               ;N;                         ;    ;
N;FED;MOUNT PANORAMA           ;2795;CALARE                   ;N;                         ;    ;
N;FED;MOUNT PLEASANT           ;2519;CUNNINGHAM               ;N;                         ;    ;
N;FED;MOUNT PLEASANT           ;2749;LINDSAY                  ;Y;CRANEBROOK               ;2749;
N;FED;MOUNT PRITCHARD          ;2170;FOWLER                   ;N;                         ;    ;
N;FED;MOUNT RANKIN             ;2795;CALARE                   ;N;                         ;    ;
N;FED;MOUNT RIVERS             ;2311;PATERSON                 ;N;                         ;    ;
N;FED;MOUNT RIVERVIEW          ;2774;MACQUARIE                ;N;                         ;    ;
N;FED;MOUNT ROYAL              ;2330;HUNTER                   ;N;                         ;    ;
N;FED;MOUNT RUSSELL            ;2360;NEW ENGLAND              ;N;                         ;    ;
N;FED;MOUNT SAINT THOMAS       ;2500;CUNNINGHAM               ;N;                         ;    ;
N;FED;MOUNT SEAVIEW            ;2446;LYNE                     ;N;                         ;    ;
N;FED;MOUNT SIMPSON            ;2250;HUNTER                   ;N;                         ;    ;
N;FED;MOUNT TENANDRA           ;2828;PARKES                   ;N;                         ;    ;
N;FED;MOUNT THORLEY            ;2330;HUNTER                   ;N;                         ;    ;
N;FED;MOUNT TOMAH              ;2758;MACQUARIE                ;N;                         ;    ;
N;FED;MOUNT VERNON             ;2178;MCMAHON                  ;N;                         ;    ;
N;FED;MOUNT VICTORIA           ;2786;MACQUARIE                ;N;                         ;    ;
N;FED;MOUNT VIEW               ;2325;HUNTER                   ;N;                         ;    ;
N;FED;MOUNT VINCENT            ;2323;HUNTER                   ;N;                         ;    ;
N;FED;MOUNT VINCENT            ;2848;PARKES                   ;N;                         ;    ;
N;FED;MOUNT WARNING            ;2484;RICHMOND                 ;N;                         ;    ;
N;FED;MOUNT WARRIGAL           ;2528;THROSBY                  ;N;                         ;    ;
N;FED;MOUNT WERONG             ;2580;HUME                     ;N;                         ;    ;
N;FED;MOUNT WERONG             ;2787;CALARE                   ;N;                         ;    ;
N;FED;MOUNT WHITE              ;2250;ROBERTSON                ;N;                         ;    ;
N;FED;MOUNT WILSON             ;2786;MACQUARIE                ;N;                         ;    ;
N;FED;MOUNTAIN CREEK           ;2644;FARRER                   ;N;                         ;    ;
N;FED;MOUNTAIN LAGOON          ;2758;MACQUARIE                ;N;                         ;    ;
N;FED;MOUNTAIN TOP             ;2480;RICHMOND                 ;N;                         ;    ;
N;FED;MOUNTAIN VIEW            ;2460;PAGE                     ;N;                         ;    ;
N;FED;MOWBRAY PARK             ;2571;HUME                     ;N;                         ;    ;
N;FED;MOZART                   ;2787;CALARE                   ;N;                         ;    ;
N;FED;MUDGEE                   ;2850;PARKES                   ;N;                         ;    ;
N;FED;MULBRING                 ;2323;HUNTER                   ;N;                         ;    ;
N;FED;MULGOA                   ;2745;LINDSAY                  ;N;                         ;    ;
N;FED;MULGOA                   ;2745;MACARTHUR                ;N;                         ;    ;
N;FED;MULGRAVE                 ;2756;MACQUARIE                ;N;                         ;    ;
N;FED;MULGUTHRIE               ;2877;CALARE                   ;N;                         ;    ;
N;FED;MULLA                    ;2825;PARKES                   ;N;                         ;    ;
N;FED;MULLA CREEK              ;2352;NEW ENGLAND              ;N;                         ;    ;
N;FED;MULLALEY                 ;2379;NEW ENGLAND              ;N;                         ;    ;
N;FED;MULLAMUDDY               ;2850;PARKES                   ;N;                         ;    ;
N;FED;MULLAWAY                 ;2456;COWPER                   ;N;                         ;    ;
N;FED;MULLENGANDRA             ;2644;FARRER                   ;N;                         ;    ;
N;FED;MULLENGUDGERY            ;2825;PARKES                   ;N;                         ;    ;
N;FED;MULLION                  ;2582;HUME                     ;N;                         ;    ;
N;FED;MULLION CREEK            ;2800;CALARE                   ;N;                         ;    ;
N;FED;MULLOON                  ;2622;EDEN-MONARO              ;N;                         ;    ;
N;FED;MULLUMBIMBY              ;2482;RICHMOND                 ;N;                         ;    ;
N;FED;MULLUMBIMBY CREEK        ;2482;RICHMOND                 ;N;                         ;    ;
N;FED;MULWALA                  ;2647;FARRER                   ;N;                         ;    ;
N;FED;MULYANDRY                ;2871;CALARE                   ;N;                         ;    ;
N;FED;MUMBIL                   ;2820;PARKES                   ;N;                         ;    ;
N;FED;MUMBLEBONE PLAIN         ;2824;PARKES                   ;N;                         ;    ;
N;FED;MUMMEL                   ;2580;HUME                     ;N;                         ;    ;
N;FED;MUMMULGUM                ;2469;PAGE                     ;N;                         ;    ;
N;FED;MUNDAMIA                 ;2540;GILMORE                  ;N;                         ;    ;
N;FED;MUNDARLO                 ;2729;RIVERINA                 ;N;                         ;    ;
N;FED;MUNDEROO                 ;2653;RIVERINA                 ;N;                         ;    ;
N;FED;MUNDONGO                 ;2720;RIVERINA                 ;N;                         ;    ;
N;FED;MUNGAY CREEK             ;2440;COWPER                   ;N;                         ;    ;
N;FED;MUNGHORN                 ;2850;PARKES                   ;N;                         ;    ;
N;FED;MUNGINDI                 ;2406;PARKES                   ;N;                         ;    ;
